name,neighborhood_or_region,address,address_complement,phone,opening_hours,dish_name,dish_description,dish_image_url,source_url,listing_page,lat,lng,bairro,link
Sindicato Café Bar,Lapa,"Rua Joaquim Silva, 98 | Lapa, Rio de Janeiro – RJ",,2135966580,Terça-feira: 12h – 23h | Quarta-feira: 12h – 23h | Quinta-feira: 12h – 23h | Sexta-feira: 12h – 23h | Sábado: 12h – 23h | Domingo: 12h – 18h30,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Sindicato Café Bar Bêbado de Sabor Pastéis de angu recheados com um mix de queijos derretidos, servidos com ragu de cupim, folhas de mostarda salteadas e farofa de banana-da-terra.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084826/sindicatocafeebar_bebadodesabor_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/sindicato-cafe-bar/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/9/,-22.915962,-43.1770813,Lapa,https://comidadibuteco.com.br/buteco/sindicato-cafe-bar/
Tártaros Bar e Grill,Grajaú,"Rua Grajaú, 22 | Grajaú, Rio de Janeiro – RJ","Lj. A, B, C",2132516718,Terça-feira: 17h – 23h30 | Quarta-feira: 17h – 23h30 | Quinta-feira: 17h – 23h30 | Sexta-feira: 11h30 – 23h30 | Sábado: 11h30 – 23h30 | Domingo: 11h30 – 23h30,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Tártaros Bar e Grill Deu cupim no míi Cupim defumado lentamente, desmanchando no molho artesanal de cerveja escura e especiarias, servido com creme de milho e finalizado com coleslaw cítrico.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084837/tartarosbaregrill_deucupimnomii_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/tartaros-bar-e-grill/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/9/,-22.9232924,-43.2610984,Grajaú,https://comidadibuteco.com.br/buteco/tartaros-bar-e-grill/
Tasca do Edgar,Laranjeiras,"Rua Alice, 34 | Laranjeiras, Rio de Janeiro – RJ",,2125589447,Segunda-feira: 17h – 0h | Terça-feira: 17h – 0h | Quarta-feira: 17h – 0h | Quinta-feira: 17h – 0h | Sexta-feira: 17h – 0h | Sábado: 12h – 0h | Domingo: 12h – 0h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Tasca do Edgar O polvo tá lascado Três casquinhas de polvo em lascas, em uma camada de creme de mariscos, com um toque delicado de catupiry, finalizadas com uma cobertura de crispy de alho-poró e pimenta-biquinho.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084846/tascadoedgar_opolvotalascado_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/tasca-do-edgar/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/9/,-22.9360233,-43.190364,Laranjeiras,https://comidadibuteco.com.br/buteco/tasca-do-edgar/
Tibar Taquara,Taquara,"R. Salinópolis, 148 | Taquara, Rio de Janeiro – RJ",,2134864234,Segunda-feira: 18h – 0h | Terça-feira: 18h – 0h | Quarta-feira: 12h – 0h | Quinta-feira: 12h – 0h | Sexta-feira: 12h – 0h | Sábado: 12h – 0h | Domingo: 12h – 0h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Tibar Taquara Purê de penetrão na costela com agrião Costela com agrião sobre uma camada de purê de batatas, finalizado com cebola crispy.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084957/tibartaquara_puredepenetraonacostelacomagriao_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/tibar/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/9/,-22.9177658,-43.3864695,Taquara,https://comidadibuteco.com.br/buteco/tibar/
Tio Juca,Tijuca,"R. General Espírito Santo Cardoso, 438 | Tijuca, Rio de Janeiro – RJ",,21988137624,Terça-feira: 18h – 22h | Quarta-feira: 18h – 22h | Quinta-feira: 18h – 22h | Sexta-feira: 18h – 22h | Sábado: 13h – 22h | Domingo: 13h – 22h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Tio Juca Fui prensada e gostei! Costela bovina de longa cocção, prensada, dourada na chapa e servida sobre base crocante, acompanhada de molho de agrião levemente picante.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09085016/tiojuca_fuiprensadaegostei_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/tio-juca/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/9/,-22.9310847,-43.2451858,Tijuca,https://comidadibuteco.com.br/buteco/tio-juca/
Toca dos Esquilos,Barra da Tijuca,"R. São Tillon, S/N | Barra da Tijuca, Rio de Janeiro – RJ","Lote 16, Quadra 50 (em frente ao n° 271",21 99822-8863,Segunda-feira: 12h – 15h | Terça-feira: 12h – 15h | Quarta-feira: 12h – 15h | Quinta-feira: 12h – 21h | Sexta-feira: 12h – 21h | Sábado: 12h – 21h | Domingo: 12h – 21h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Toca dos Esquilos Coxinha terra e mar Coxinha de massa de arroz com brócolis, recheada com camarão, catupiry e queijo parmesão. Servida sobre uma cama de crispy de couve e cebola, acompanhada de molho teriyaki.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09085026/tocadosesquilos_coxinhaterraemar_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/toca-dos-esquilos/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/9/,-23.0048287,-43.3146048,Barra da Tijuca,https://comidadibuteco.com.br/buteco/toca-dos-esquilos/
Umas e Ostras,Tijuca,"R. Barão de Mesquita, 235 | Tijuca, Rio de Janeiro – RJ",,2125687128,Terça-feira: 11h30 – 17h | Quarta-feira: 11h30 – 17h | Quinta-feira: 11h30 – 17h | Sexta-feira: 11h30 – 22h | Sábado: 11h30 – 22h | Domingo: 11h30 – 17h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Umas e Ostras Camarão do Popeye Massa de batata empanada na farinha panko, recheada com camarões refogados no espinafre, acompanhada de molho verde náutico.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09085048/umaseostras_camaraoaopopeye_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/umas-e-ostras/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/9/,-22.9237171,-43.235611,Tijuca,https://comidadibuteco.com.br/buteco/umas-e-ostras/
Vem Praká,Taquara,"Rua André Rocha, 1896 – B | Taquara, Rio de Janeiro – RJ",,21994081330,Terça-feira: 11h – 21h | Quarta-feira: 11h – 21h | Quinta-feira: 11h – 21h | Sexta-feira: 11h – 21h | Sábado: 11h – 21h | Domingo: 11h – 17h,-,Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Vem Praká Creme 171 (Golpe de Sabor) Creme de couve-flor com filé-mignon suíno desfiado e bacon crocante.,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09085153/vempraka_creme171golpedesabor_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/vem-praka/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/9/,-22.9368027,-43.380006,Taquara,https://comidadibuteco.com.br/buteco/vem-praka/
Vigal Bar,Tanque,"R. Lopo Saraiva, 179 | Tanque, Rio de Janeiro – RJ","Bl. 2, Lj. I",2134959535,Segunda-feira: 11h – 16h | Terça-feira: 11h – 22h | Quarta-feira: 11h – 22h | Quinta-feira: 11h – 22h | Sexta-feira: 11h – 23h | Sábado: 12h – 23h | Domingo: 12h – 20h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Vigal Bar Tá pipocando sabores: o espetáculo! Quatro bolinhos de tapioca granulada com queijo provolone: camarão com alho-poró; fraldinha com agrião; pernil com creme de taioba; calabresa e bacon com couve. Empanados na farinha de pipoca com provolone e bacon, acompanha geleia de abacaxi com hortelã e vinagrete de ervas frescas e chimichurri.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09085159/vigalbar_tapipocandosaboresoespetaculo_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/vigal-bar/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/9/,-22.9269398,-43.3597885,Tanque,https://comidadibuteco.com.br/buteco/vigal-bar/
Vila Rica,Glória,"R. Cândido Mendes, 16 | Glória, Rio de Janeiro – RJ",Lj. A,2125096592,Segunda-feira: 12h – 0h | Terça-feira: 12h – 0h | Quarta-feira: 12h – 0h | Quinta-feira: 12h – 0h | Sexta-feira: 12h – 0h | Sábado: 12h – 0h | Domingo: 12h – 0h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Vila Rica Bate forte coração Patê de coração de galinha, temperado com ervas e especiarias, servido com pão empanado na panko e acompanhado de geleia cítrica.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09085205/vilarica_batefortecoracao_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/vila-rica/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/9/,-22.9195669,-43.1786546,Glória,https://comidadibuteco.com.br/buteco/vila-rica/
Zinho Bier,Benfica,"Rua São Luiz Gonzaga, 2330 | Benfica, Rio de Janeiro – RJ",,2135568310,Segunda-feira: 11h – 16h | Terça-feira: 11h – 16h | Quarta-feira: 11h – 16h | Quinta-feira: 11h – 23h | Sexta-feira: 11h – 23h | Sábado: 11h – 23h | Domingo: 11h – 17h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Zinho Bier Ragu de costela dos sonhos Ragu de costela no bafo com agrião, acompanhado de palitos crocantes de aipim e pimenta da casa.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09085210/zinhobier_ragudecosteladossonhos_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/zinho-bier/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/9/,-22.8972453,-43.2368252,Benfica,https://comidadibuteco.com.br/buteco/zinho-bier/
